transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NR_045269,123,136,94,81,92,101,106,90,73,58,117,154
NM_011305,4479,4106,3925,3066,3578,3274,3609,3476,3944,2699,5706,4400
NM_001005343,0,0,0,0,3,0,0,0,0,0,0,0
NM_001005342,160,156,166,154,125,140,97,72,38,62,88,177
NM_001013829,178,181,186,141,148,127,150,165,223,110,266,194
NM_024193,1373,1655,1303,1136,1321,962,1399,1634,1906,1271,3010,1353
NM_001122997,3,112,6,4,57,9,75,7,4,13,40,39
NM_176834,24,21,23,23,16,10,11,7,5,14,24,23
NM_181858,44,104,57,36,44,66,87,43,75,61,108,51
NM_010090,6,11,8,2,5,4,7,3,8,7,11,2
NM_001162934,0,0,0,0,0,0,0,0,0,0,0,0
NM_026323,18,94,38,12,27,87,44,26,58,13,63,50
NM_026495,1545,1449,1386,1012,1038,1298,1614,1206,1589,881,2458,1637
NM_001171615,0,0,0,0,0,0,0,0,0,0,0,0
NM_026499,4761,5454,4179,4256,4441,3387,4332,4292,4804,3242,7447,4510
NM_022310,17763,23486,22840,14301,16988,13998,17988,23635,21234,10178,38095,16381
NM_001033410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033411,2,6,5,4,6,4,3,0,0,0,5,4
NR_033526,7,6,9,2,8,4,9,9,7,10,12,10
NM_178382,24,0,1,0,0,0,0,0,92,0,0,0
NM_009162,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291054,51,81,31,31,41,13,36,109,182,70,165,42
NM_001159657,54,41,29,21,31,27,45,21,24,7,28,32
NM_001291056,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291050,56,0,0,390,0,0,85,68,0,69,94,42
NM_001291051,0,0,0,0,0,0,0,0,0,1,0,64
NM_001291052,147,392,3,0,24,209,82,104,205,283,244,109
NM_008426,0,0,0,0,0,0,0,0,0,0,0,0
NM_011234,46,29,21,23,27,27,39,154,328,161,239,35
NM_177568,4,7,3,4,0,5,3,2,9,3,13,0
NM_080287,3294,3395,2972,0,2978,2608,3192,2663,3057,1848,4364,3490
NR_110445,0,0,0,0,0,0,0,0,0,0,0,0
NM_026030,1814,2282,1741,1307,1785,1633,1840,2544,2994,2070,4241,1938
NM_001289476,157,65,55,182,134,69,225,153,251,53,281,302
NM_026929,5,5,5,0,3,0,0,8,28,10,28,7
NM_001001810,0,0,0,0,0,0,0,0,0,0,0,0
NM_201618,0,0,0,0,67,0,0,0,0,0,0,0
NM_026924,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291108,71,54,103,102,74,171,83,107,140,65,133,76
NM_201617,0,0,0,0,0,0,0,0,0,0,0,0
NM_025820,832,887,803,569,674,649,747,847,945,630,1271,916
NM_198304,1591,1676,1512,1146,1397,1243,1435,1897,2473,1404,3368,1602
NR_045485,28,143,126,59,0,40,45,168,0,24,36,21
NM_008169,11,2,0,5,4,3,9,2,3,2,0,0
NM_001289631,388,266,236,0,134,0,0,0,0,0,161,237
NM_001289630,12,1,1,340,0,315,364,2,371,2,99,3
NM_207674,0,0,0,0,0,0,0,0,0,0,0,0
NM_025961,11,64,24,2,30,3,6,19,68,21,32,24
NM_001177543_2,0,0,0,0,0,0,0,0,1,0,0,0
NM_011126,236,288,500,4,184,712,42,217,188,0,218,197
NM_001177543_1,0,0,0,0,0,0,0,0,0,0,1,0
NM_011125,4736,6295,5909,4086,4662,3927,4257,4034,4150,3209,6024,5600
NM_144545,81,170,293,193,189,66,319,28,1,99,470,1
NM_133648,202,615,254,344,0,3,380,312,300,626,311,404
NM_133649,2097,1959,1989,1563,2048,1901,1538,1349,1383,693,2213,2340
NM_001243239,105,142,1,80,1,1,1,105,26,1,197,111
NR_106115,1,1,3,1,0,1,1,1,1,0,1,3
NM_001110849,0,0,0,0,0,0,0,0,0,0,0,0
NR_106110,0,0,0,0,0,0,0,0,0,0,0,0
NM_030091,0,44,0,2,25,2,27,3,41,46,85,2
NM_001291076,0,0,0,0,0,0,0,0,0,0,0,0
NM_146646,0,0,0,0,0,0,0,0,0,0,0,0
NM_146647,0,0,0,0,0,0,0,0,0,0,0,0
NM_177383,3,6,1,2,7,2,0,3,4,5,5,7
NM_028412,285,346,247,368,340,150,211,203,187,133,488,287
NM_177384,0,0,0,0,0,0,0,0,0,0,0,0
NM_177386,8,12,11,5,18,11,10,15,18,23,12,4
NM_183161,31,58,23,32,43,19,29,81,95,81,166,24
NR_029901,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291077,0,0,0,0,0,0,0,0,0,0,0,0
NM_009743,950,830,509,510,471,430,627,460,430,475,911,365
NM_139303,36,75,43,29,30,27,33,68,111,54,102,47
NM_001102436,54,107,68,44,109,69,442,154,104,109,103,0
NM_028235,632,677,606,447,518,507,471,413,503,336,574,716
NM_026434,1011,998,941,828,997,709,966,881,634,691,1251,1241
NM_010899,0,0,0,0,0,0,0,58,0,0,0,0
NM_001011761,0,0,0,0,0,0,0,0,0,0,0,0
NM_029325,0,0,0,0,0,0,0,0,0,0,0,0
NM_139308,1725,1922,1647,1405,1546,1419,1661,1427,1661,1165,2299,1975
NR_040622,0,0,0,0,0,0,0,0,0,0,0,0
NR_040623,25,28,18,20,28,21,22,27,40,53,81,18
NR_040620,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102438,285,325,148,242,304,171,140,422,228,231,365,353
NM_147019,0,0,0,0,0,0,0,0,0,0,0,0
NR_104353,300,351,279,277,383,309,346,238,260,144,423,327
NR_024097,76,90,62,69,89,80,89,57,75,23,98,70
NR_046014,0,0,0,0,0,0,0,0,0,0,0,0
NM_146845,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128084,0,670,0,0,437,0,1021,0,445,524,972,0
NM_001024616,2255,2490,2172,1872,1942,1578,1944,2055,2422,1501,3519,2331
NM_146823,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024618,0,0,0,0,0,0,0,0,0,0,0,0
NR_028299,4,9,1,4,5,1,4,8,8,9,12,5
NM_028306,709,740,604,673,778,630,684,461,501,378,715,733
NM_001289549,379,434,268,223,7,7,359,152,166,182,304,324
NM_001289548,93,182,133,94,113,102,129,66,127,86,162,71
NM_001289547,184,381,332,153,202,403,170,85,154,85,160,512
NM_008180,307,446,332,251,319,257,280,429,485,117,749,342
NM_001081044,0,4,3,5,0,0,0,0,7,3,7,3
NM_145157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166597,221,157,10,20,21,19,227,8,21,15,115,125
NM_011784,54,49,52,31,40,31,16,40,38,23,54,76
NM_028125,102,131,172,134,110,125,133,108,155,89,227,121
NR_028122,0,1,1,3,1,0,4,0,0,0,2,0
NM_178890,1021,1081,1023,821,751,877,847,859,824,508,1315,1139
NR_108091,0,0,0,0,0,0,0,0,0,0,0,0
NM_146918,0,0,0,0,0,0,0,0,0,0,0,0
NM_146919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287818,0,0,0,0,0,0,0,0,0,0,0,0
NM_025543,125,166,103,109,109,86,117,143,126,115,266,118
NM_025542,1884,2119,1832,1352,1563,1263,1559,1902,2098,1285,2984,2053
NM_146917,0,0,0,0,0,0,0,0,0,0,0,0
NM_008230,15,82,20,29,22,16,16,42,110,52,87,34
NM_001142411,379,451,300,218,349,255,295,338,380,269,473,387
NM_146530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177837,65,0,0,0,0,0,0,0,0,0,0,0
NM_001177836,0,75,0,0,60,127,48,57,65,0,0,0
NM_001177835,0,70,0,53,0,82,53,0,62,0,0,0
NM_001177834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081131,191,277,167,171,157,155,118,114,89,121,189,204
NM_001081132,1147,1297,1083,873,1027,947,1139,1046,1182,786,1800,1294
NM_001177838,0,33,0,0,0,0,0,0,0,0,48,0
NM_001081134,116,83,84,67,49,69,79,73,45,91,116,62
NM_001291138,881,1778,1422,0,1434,1105,1296,1088,0,690,1256,1228
NM_001081260,7300,7504,6959,6129,5912,5712,6392,8489,9163,6555,15535,7477
NM_001033874,5,2,3,0,1,3,3,2,2,1,7,3
NM_146590,0,0,0,0,0,0,0,0,0,0,0,0
NM_146591,0,0,0,0,0,0,0,0,0,0,0,0
NM_146592,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042488,111,446,115,261,479,316,3,143,341,84,276,426
NM_010919,0,0,0,0,0,0,0,0,0,0,0,0
NM_146350,0,0,0,0,0,0,0,0,0,0,0,0
NM_146351,0,0,0,0,0,0,0,0,0,0,0,0
NM_023230,2834,3078,2653,2157,2628,2178,2569,3505,4116,2610,5451,3015
NM_024230,0,0,0,0,0,0,0,0,0,0,0,0
NM_024237,276,867,870,698,370,390,408,322,327,186,295,789
NM_010403,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290484,116,208,2,2,86,2,150,126,92,136,124,189
NM_022887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256522,139,94,41,40,68,94,162,97,96,42,159,35
NM_001290481,0,0,0,1,1,0,0,0,2,0,0,0
NM_001290482,0,0,0,0,0,0,0,0,0,0,1,0
NM_153126,897,1070,859,823,803,641,799,829,1088,739,1658,977
NM_153125,4240,4698,4074,3570,3762,3391,4087,4363,4887,3389,8350,5039
NM_001290489,0,0,0,0,0,0,1,0,0,0,0,0
NM_172537,0,0,1,0,0,0,2,0,1,1,1,1
NM_001145352,0,0,0,0,0,0,0,0,0,0,0,0
NM_146965,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290649,0,0,0,0,0,0,0,0,161,0,0,0
NM_001290642,0,393,296,343,239,273,135,81,113,285,275,325
NM_022883,1059,1049,842,879,768,719,469,508,675,601,1130,1005
NR_030564,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290641,10,259,0,0,5,1,13,3,4,35,13,2
NM_001290646,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011816,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177708,288,245,109,67,1,138,101,53,184,130,242,9
NM_147778,816,1152,967,757,880,719,911,1076,1224,833,1630,1010
NM_010064,1551,1688,1461,1080,1307,1348,1164,1531,1778,1425,2293,1697
NM_010065,5050,5622,4747,4884,4711,3797,4918,2954,2950,2676,5672,5238
NM_010067,243,347,253,148,249,189,232,233,200,227,404,270
NM_001042487,2741,2507,2558,2869,2517,1838,3223,2459,2560,1981,5287,2608
NM_001081664,0,0,0,0,0,0,0,0,0,0,0,0
NR_027289,5,9,0,0,6,0,4,0,0,0,11,0
NM_001281926,1,0,0,2,0,0,0,1,1,2,3,0
NR_040370,0,0,0,0,0,0,0,0,0,0,0,0
NR_033993,30,18,30,26,32,29,28,51,29,27,33,41
NR_040372,0,2,0,0,0,0,0,0,0,0,2,0
NM_170590,1377,3188,2865,1888,866,836,1613,2219,1637,1089,3335,1222
NM_001163528,0,0,0,0,0,0,0,0,0,0,0,2
NM_001163529,0,0,0,414,0,0,0,0,144,108,0,0
NM_175154,0,0,0,0,121,5,0,0,0,0,136,172
NM_024436,1233,1282,1190,830,873,938,1116,1078,1181,848,1700,1324
NM_024438,154,226,174,130,157,130,161,188,218,170,246,149
NM_001163527,152,172,189,136,158,120,179,164,245,129,299,145
NM_001039223,47,52,40,56,48,24,33,26,35,19,68,27
NR_110977,97,0,72,0,43,42,39,0,61,27,59,0
NR_110979,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270423_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_038180,0,0,0,0,0,0,0,0,0,0,0,0
NM_008982,310,350,345,344,261,314,347,501,674,424,1046,423
NR_037254,0,0,0,0,0,0,0,0,0,0,0,0
NM_025744,0,0,3,2,8,0,0,19,20,6,17,0
NR_037256,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252578,716,1452,1191,1360,1046,1270,1739,764,1394,581,1634,1981
NM_001252579,1,1,1,1,1,0,1,1,1,1,1,1
NM_001252574,0,0,0,0,105,0,0,0,0,596,0,211
NM_001252575,0,0,0,0,0,0,0,0,0,0,0,0
NR_110571,25,29,0,0,17,12,0,19,15,2,68,26
NM_001252570,408,184,569,228,85,84,358,245,163,350,197,276
NM_001252571,0,45,54,64,0,0,0,46,32,0,67,0
NM_001159569,206,179,129,135,103,188,110,219,91,63,131,110
NM_001159568,150,200,244,213,242,129,138,0,179,100,355,233
NM_029895,126,0,11,0,65,0,6,19,0,0,31,0
NM_011426,0,0,0,0,0,0,0,0,0,0,10,0
NM_001037747,5,8,0,6,0,2,11,2,5,5,17,8
NM_001159562,0,0,0,0,0,0,0,0,0,0,0,0
NM_146770,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159564,5,4,4,2,3,3,3,6,7,0,9,0
NM_001159567,174,240,188,88,246,103,111,223,208,74,310,174
NM_146578,381,465,347,373,454,360,402,282,293,309,607,389
NM_019657,1480,1889,1420,891,1268,1091,1277,1822,1960,1461,2752,1614
NR_027888,0,0,0,1,0,0,0,0,0,0,0,0
NM_146572,0,0,0,0,0,0,0,0,0,0,0,0
NM_146573,0,0,0,0,0,0,0,0,0,0,0,0
NM_146570,0,0,0,0,0,0,0,0,0,0,0,0
NM_146571,0,0,0,0,0,0,0,0,0,0,0,0
NM_146577,0,0,0,0,0,0,0,0,0,0,0,0
NM_018782,476,591,497,305,344,529,200,607,539,292,966,853
NM_001110209,434,209,347,175,398,434,274,268,270,305,481,473
NM_001007154,0,0,0,0,0,0,0,0,0,0,0,0
NR_027831,183,228,199,150,192,164,150,189,262,125,239,207
NR_027832,217,257,117,140,205,225,223,219,244,130,265,253
NM_001145403,0,0,0,0,0,0,0,0,0,0,0,0
NM_025912,4258,3766,3231,2085,2495,2523,2720,2741,2197,1391,3743,3695
NM_001110205,884,693,1176,711,1172,916,852,850,483,799,1207,972
NM_001110204,34,1,1,9,17,11,10,3,377,7,9,38
NM_027024,0,0,0,0,0,0,0,0,0,0,0,0
NR_033448,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006668,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033240,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177631,0,504,392,304,276,0,349,326,470,261,368,0
NM_001177630,6,0,11,0,0,0,4,0,0,17,29,99
NM_001291197,62,1,1,1,1,45,281,57,0,37,53,48
NR_033447,3,4,1,5,4,1,3,1,4,0,3,0
NR_033442,13,13,15,7,16,8,8,3,5,2,13,13
NM_033524,2276,2455,2075,1477,2143,1950,1997,2696,3116,2000,3931,2423
NM_001146088,0,0,0,0,0,0,0,0,0,0,0,0
NR_027618,1,0,0,555,3,3,0,0,2,1,2,3
NM_001177543_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_008505,73,122,23,47,58,45,156,84,134,35,95,65
NM_178663,29,23,37,20,20,36,40,25,18,19,36,28
NM_080459,23,6,8,7,5,3,4,13,10,6,20,15
NM_008500,0,0,3,0,3,0,0,6,6,0,9,0
NM_001141965,705,959,678,530,737,594,624,797,955,489,1223,800
NM_080455,2852,3771,3352,2693,2738,2488,2987,2324,2547,2099,4356,3759
NM_146449,0,0,0,0,0,0,0,0,0,0,0,0
NM_080452,455,486,407,332,409,318,388,509,633,399,856,403
NM_001024137,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252534,360,582,167,737,351,297,433,349,608,449,823,379
NM_146447,0,0,0,0,0,0,0,0,0,0,0,0
NM_001162922,335,328,67,198,217,215,54,44,129,48,330,64
NM_177376,0,0,0,0,0,0,0,2,3,0,0,0
NM_178755,81,111,98,95,74,62,104,109,108,76,165,88
NM_026318,887,1100,993,737,937,638,822,1087,1311,922,1728,979
NM_001290800,0,6,8,9,3,6,10,0,9,0,0,7
NR_033534,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110159,6,27,25,3,26,5,4,56,3,42,28,19
NM_001290807,0,0,0,0,0,0,0,0,0,0,1,2
NM_001290808,0,172,0,0,102,82,0,0,0,0,0,0
NM_199158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110152,216,331,246,206,213,176,74,250,342,227,410,267
NM_026797,437,289,249,186,195,182,185,327,331,167,439,262
NM_011201,2293,2300,2081,1747,1931,1592,1933,2478,2821,1691,4427,2265
NM_001291040,19,15,25,31,25,16,15,16,9,18,25,35
NR_002898,39,32,46,39,49,26,39,33,63,31,93,29
NM_170704,268,260,105,124,83,0,112,92,118,0,171,308
NM_170702,0,50,0,46,0,0,44,0,0,36,0,0
NM_170703,468,335,329,179,230,246,199,159,95,109,179,376
NM_029793,721,889,677,644,639,501,572,774,649,549,1369,768
NM_029790,103,146,123,87,117,87,129,123,122,80,153,130
NM_012032,21378,24166,20931,14000,17714,16858,17354,20177,17494,15540,30951,22871
NM_023116,1282,1394,1128,803,911,555,833,874,621,561,1535,1221
NM_016965,4708,5274,4466,3422,3045,2616,4851,5147,5974,4132,8155,5318
NM_023117,129,153,6,264,13,185,8,104,24,11,306,12
NM_030880,262,174,67,76,0,119,277,231,130,150,531,251
NR_035417,0,0,0,0,0,0,0,0,0,0,0,0
NR_035416,0,0,0,0,0,0,0,0,0,0,0,0
NR_035411,0,0,0,0,0,0,0,0,0,0,0,0
NR_035410,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_030559,1354,1611,1436,1292,1152,958,1174,1296,1505,1060,2601,1518
NR_037249_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_029064,0,0,0,0,0,0,0,0,0,0,0,0
NM_194357,0,0,0,0,0,0,0,0,0,0,0,0
NR_028378,42,14,23,21,51,19,19,30,70,34,57,29
NM_001159602,0,0,0,0,0,0,0,0,0,0,0,0
NM_025979,10,23,11,20,16,11,25,114,256,150,155,31
NM_001001714,0,3,0,0,0,0,0,0,0,0,0,0
NM_207669,72,0,0,0,166,0,61,0,0,0,0,0
NM_001159609,0,0,0,0,0,0,0,0,0,0,0,0
NM_178047,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034875,2,0,0,0,0,0,0,0,0,0,0,0
NM_020255,777,678,647,713,556,561,705,719,752,459,1083,897
NM_025376,36,22,21,11,23,18,32,66,33,72,140,13
NM_021305,604,742,541,575,590,521,615,716,626,524,1127,671
NM_019758,2232,2731,2204,1632,2075,1877,2148,2548,2733,2176,4187,2514
NM_028422,106,34,46,44,91,0,63,95,54,40,28,135
NM_009594,4554,4313,3359,3242,2483,1858,2145,3346,1797,3685,5059,2532
NM_001042672,10,29,23,19,35,17,68,31,27,83,69,18
NM_001289151,1,2,1,2,1,1,1,1,0,2,1,0
NM_001042671,0,183,0,32,413,0,134,152,142,92,76,149
NM_001164186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012518,0,262,81,973,85,0,40,1071,279,723,192,513
NM_009751,101,80,104,72,68,72,5,5,0,0,7,58
NM_001031808,301,313,286,240,259,204,270,318,365,228,554,267
NM_009754,0,122,0,0,107,0,0,0,0,0,0,239
NM_001243903,981,1077,808,657,799,564,542,711,739,590,1405,821
