ms1_peak_id,Resistantcells0003.mzXML,Resistantcells0010.mzXML,Resistantcells0017.mzXML,Resistantcells0024.mzXML,Wtcells0001.mzXML,Wtcells0008.mzXML,Wtcells0015.mzXML,Wtcells0022.mzXML
Group,Resistantcells,Resistantcells,Resistantcells,Resistantcells,WTcells,WTcells,WTcells,WTcells
282,14436.33887,15963.45605,12252.91895,12914.20996,16503.98047,13482.31055,14339.29102,13256.59082
283,13497.70215,13104.33984,14330.11328,13796.52637,16273.56934,10878.4707,15515.09961,13555.1709
284,10391.53418,9253.96875,11070.14063,10602.18262,14063.80078,11945.56348,9386.758789,9251.161133
285,12602.36523,12345.44922,11069.2959,9718.962891,13152.62109,12791.8252,12519.04395,12226.41113
286,10347.15918,8509.166992,8427.744141,9967.915039,9423.392578,8007.410156,11215.13379,9275.195313
287,7445.290039,9590.433594,8742.976563,7137.025391,7896.609375,8607.265625,8560.426758,9036.750977
288,4792201,2363391.25,2022326.25,1975072.625,2525741.75,2257134,1626543.5,1901366
289,8059.508301,5992.987793,4800.880859,4998.611328,6342.712402,6286.40332,4324.554199,5515.59375
290,8005.269531,5192.409668,6405.016602,5328.220215,5456.841797,5311.032227,5001.018555,5164.29541
291,3716655.25,2886016.75,2144188.25,2984491.25,2831774.75,3691442,3221995.5,4303362
292,44916.11328,29994.66992,28741.58203,25180.41797,45295.65234,46709.80469,39383.83984,52411.78516
293,3179805.5,3860677.75,2918787.25,4124432,2748432.75,3963579.5,2905702.75,3328401
294,41940.55469,43164.46484,45570.46094,69117.30469,33885.12109,59820.10938,44538.09375,48513.26563
295,20080.52734,26184.6543,17169.29883,25735.88281,16095.03711,26308.64648,17878.23633,19734.98633
296,15392.43652,24745.16992,12026.73438,25908.19531,8364.05957,24771.58398,10109.4707,12462.03516
297,17205.33398,23199.41016,17373.24023,21553.94531,15313.04688,17783.69336,13294.68848,15685.87598
298,19485.26758,21946.74023,17742.92578,21170.11719,16819.22852,19636.16211,16526.7793,18623.83203
299,18320.83789,18953.30664,16120.94824,21583.43164,14217.06738,17809.24414,16717.49414,17008.22656
300,18364.29883,20881.64648,18660.99805,20181.83203,17032.62109,19769.6875,17445.45703,17062.81641
301,11963.08887,15689.3457,13333.01465,17012.82813,8791.477539,14938.79688,10418.37402,11080.39844
302,7306.946777,9526.150391,6601.446777,8445.005859,7840.834473,10151.04785,6686.844238,7119.694824
303,523496.7813,1030408.688,655109.0625,1109234.125,548795.5625,4075629,2777652.25,3721732
304,4039119.5,4073940.5,3797387.5,3825180,3956140,4001677.25,3895550,4014591.5
305,1360885.75,2345468.25,1363333.125,2790581.75,1385245.875,3665762.75,2176880.75,3772331.25
306,45971.79297,83870.96875,50235.60156,106645.1641,49378.23438,123480.3828,81267.35156,130575.9688
307,10870.55957,16818.62695,13315.02051,18707.14648,12771.39258,22866.62891,18009.25391,21633.00586
308,8873.641602,12345.16113,10774.31055,14436.69727,8985.416016,17336.14844,13568.06152,17950.56445
309,9324.083984,13124.39746,8662.452148,12419.74414,9466.9375,12070.91211,10375.61035,11738.65039
310,4261.073242,5372.43457,4928.730469,7113.21582,4893.230957,6232.308594,5016.808105,5952.306152
311,3271.855469,4105.472656,4047.810791,4707.54834,3202.721924,6571.563965,4054.114746,6122.562988
312,3101617.75,2131642.25,1828408.25,2222861.5,2421286.75,3634147.25,2309211.75,2557298.75
313,2809799.5,2936429.75,2223564.25,3190156.25,2441176.5,3450503.75,2589302.5,3544772
314,2933964.25,2936429.75,2512499.25,3190156.25,2209706.75,3450503.75,2589302.5,3510190
315,2055697.375,2189419.5,1779699.625,2349704.75,2999011.5,3369346.25,2642369.25,3315215.25
316,300269.2813,303356.5625,188919.1094,286821.0313,389413.3438,508943.625,456072.3438,484364.2188
317,23822.00977,20700.3125,17085.03711,23217.69336,28918.88867,43891.60938,31837.8125,38706.88281
318,23822.00977,20700.3125,17085.03711,23217.69336,28918.88867,40543.11719,31837.8125,38706.88281
319,10072.15137,11839.7793,9217.910156,10827.78711,15983.57031,21779.18359,13096.14941,18722.0625
320,7451.227051,7870.958984,6127.10498,8273.801758,9796.380859,12627.12305,9475.994141,12028.62891
321,6002.828613,5586.526855,4064.099121,5901.08252,8561.671875,11407.50293,6872.140625,9414.088867
322,6588.366211,7901.933105,5660.072266,7671.477539,9510.833008,10438.3291,8881.296875,11364.84277
323,6424.194336,4476.719727,3323.628662,5024.110352,6415.716309,6741.992676,5166.894043,6937.109863
324,2164558,2399921.25,1744010.375,1935163.75,1726516.875,2999494.5,3221995.5,2749804.5
325,1617921.875,2895240,2074943.375,2832354.75,2207403.75,3160207.75,1641120.25,2344101.75
326,1178571,1860605.75,1689022.375,2286783.5,1149477.875,3151677,2089645.125,3155178.25
327,570420.125,1028933.5,889165.3125,1282156.75,542750.3125,1895863.5,1064555.375,1833345.875
328,160345.0625,306470.5938,278759.1563,408009,159539.2188,600428.5,331138.5625,633431.4375
329,78819.53906,119356.0859,118692.1172,156023.1719,68888.21094,211318.8438,143322.6719,214103.9375
330,78045.82813,105530.1172,94848.28906,132550.7031,66746.35156,158336.8594,112347.6172,175366.7031
331,27969.11328,66375.875,53221.51563,91193.97656,26766.29102,158954.7969,72551.97656,146559.0781
332,27563.12891,47729.6875,40372.80078,59397.33984,26161.27734,98892.1875,51696.69531,83013.23438
333,23951.80469,41695.47656,33411.02734,41882.64844,20348.03711,68565.60156,38008.19531,57123.23828
334,24571.75,27231.30273,28932.41992,35651.39453,15809.80078,40991.35547,33747.74609,45404.20703
335,12293.73828,19902.19922,20672.71094,30036.64453,10883.14941,43604.00391,26388.58398,40256.23828
336,15840.77344,20296.05078,20731.74219,28158.28125,12755.12207,41717.03906,25264.19141,37572.3125
337,11104.13867,18008.55859,12768.02539,23629.52344,9989.732422,32217.79102,17923.90625,29096.26367
338,8705.977539,15260.5,10619.77148,14551.51367,7954.074219,25409.36719,14850.46777,21390.70313
339,6842.768555,13075.70508,12112.16309,16391.83984,8183.366211,25289.08203,19324.35547,23869.87305
340,8269.782227,11795.96191,8800.947266,14162.53027,7057.74707,19867.28125,11736.07422,22837.09961
341,7151.403809,11597.2041,11656.9541,12768.20508,7371.530762,18912.59375,15009.55762,17697.32813
342,4769.075195,9773.493164,9082.227539,11333.40527,6019.215332,18455.56836,10689.25879,18052.83008
343,3739.962158,7785.686035,6554.708496,8247.481445,4177.062988,15239.73535,9186.799805,12911.44336
344,3649.307129,6009.020508,3935.767822,8006.210449,4025.076416,7505.389648,6751.782227,7032.496094
345,560068.6875,2101055.25,1381091.375,2460808.5,996697.9375,3107623,1836024.125,2676507.75
346,49058.37891,164471.6719,118253,195628.0469,56855.58203,157708.2188,108434.2813,150449.8125
347,7167.890625,11398.41699,8835.990234,13813.00977,5504.513672,14712.48438,11400.06152,15533.8252
348,1167495.875,2535287,1435678.25,3041543.5,1453798,778891.0625,771329.75,798311.5625
349,392157.375,1203351,576674.4375,1437311.75,655901.6875,383240.375,429461.9375,397746
350,100402.125,334767.5,133881.9219,441820.6875,154442.6406,105635.2344,114464.5625,117335.5078
351,71260.59375,161548.7188,88244.98438,215331.9844,93016.13281,44684.66406,49287.52734,55263.96484
352,37959.17578,57522.78125,44478.30469,65444.62109,29250.18359,17578.49609,14881.72559,18800.40625
353,37959.17578,57522.78125,44478.30469,65444.62109,15797.59766,17578.49609,14881.72559,18800.40625
354,19974.37305,42290.77344,28559.08398,58016.8125,25919.87305,22347.65234,19662.97461,23344.97461
355,20163.21289,44541.57422,28376.15625,56195.57813,29631.97656,22808.60352,18167.63086,20435.45703
356,12261.1543,14755.42676,11670.45898,23388.25195,9171.765625,5633.414063,6723.321289,5277.94873
357,6507.757324,10273.24219,10663.85156,15335.18652,6927.498047,,,
358,963667.375,1625127.75,955890.75,2839729.25,793395.25,1616817.5,967291.0625,1642054.875
359,257502.8906,396658.5938,246312.1719,424174.5938,183557.0625,366645.9063,220255.8438,298561.6563
360,13518.81543,27538.4043,16220.6416,42383.5625,19129.43359,31285.57617,18285.62305,47441.37891
361,16519.95117,24523.47656,18082.89063,30882.89844,22302.8457,26273.79102,24371.27734,30741.95117
362,15871.21875,17649.29883,10589.64746,21664.31641,8332.216797,19864.61914,11996.05664,12532.26367
363,5417.302734,9673.736328,4887.992676,10160.96289,3961.564453,9093.859375,3737.018799,6617.953613
364,1186051.125,2715838.75,1680089.625,2406529.25,2571265.75,2468011.5,1826730.25,2515944.25
365,13559.09082,26103.74414,18103.70898,25098.22656,30889,25012.06641,20379.64063,26728.21875
366,2707805.25,1708353.125,1334201.625,1807604.5,1558699.875,1738364.375,1474776.25,2019764.375
367,828118.375,738763.4375,703745.5,1215602.875,706595.5625,902596.9375,512229.5,2606037.25
368,2519139.75,2271224,2304974.5,2408723.5,2479472.25,2396866,2596348.75,2423597.25
369,694791.125,997936.3125,683294,1347516,1070650.625,2364941.5,1642954.125,2498258
370,124720.0391,172467.5938,123737.9688,216085.3125,182103.375,318900.0625,242132.8906,312963.25
371,55410.52734,79646.625,59751.41797,101841.1406,84540.74219,152403.1094,113547.375,139531.7813
372,42117.52734,54345.85938,37898.12109,75763.69531,53138.22656,97284.01563,78308.83594,87972.92969
373,4523.045898,8698.116211,4495.250488,15635.4043,11918.25977,32670.7793,24803.00195,36250.25781
374,4117.762207,6813.577148,3597.121826,14591.77441,11325.5166,30659.23828,18959.23438,29285.64063
375,7234.210449,11278.46094,7467.702148,11038.70996,9617.758789,19542.99414,13682.5498,18638.41406
376,7240.237793,7650.396973,5738.436035,13359.68262,11321.35742,17957.81055,15477.11133,18502.35352
377,3850.964844,6051.22998,4220.421387,9191.161133,8610.896484,16058.55078,12882.38379,18168.08789
378,2708.932861,4228.20166,2617.64624,7015.299316,6126.958984,13875.83594,10657.66504,15278.26855
379,2107.271484,3681.937256,1862.620483,6886.17334,4928.971191,13351.75098,9635.96875,15164.34277
380,4570.76123,5438.909668,,9258.790039,7066.686035,12701.91797,9466.486328,13164.63574
381,,2525.070557,1608.578003,2702.986084,3998.058594,6887.55127,7204.538086,13093.80664
382,1590.501343,2260.701416,,4421.989746,3353.781494,11443.91211,7874.042969,12150.58398
383,2390.809082,5169.299805,2279.236572,7352.430664,3896.800293,9010.651367,6404.088867,10944.92188
384,4858.590332,4172.601563,3944.739502,5286.111816,6154.643066,8978.416992,9425.848633,10292.48047
385,5067.509766,4485.807129,5156.35498,7525.257324,7930.405762,9269.592773,9998.229492,9651.679688
386,3555.971191,3130.953613,3658.350586,4892.195313,5404.540527,6716.640137,8010.437012,8141.907227
387,3173.052246,6064.724609,3102.952881,6221.29834,3677.404053,6807.880371,5562.858887,7559.510742
388,2152.793213,3780.426514,2051.183594,4716.358398,3342.716064,7160.340332,5094.392578,7134.632813
389,2988.679688,3468.651123,3361.080811,3958.488037,3678.894043,4288.439941,4702.644531,5520.051758
390,3029.443359,3618.060303,3179.814453,3877.854492,3713.270508,4665.35791,5311.114746,4899.919922
391,2306451.75,2487359,2061565.125,2342698.5,1664065,2093536.125,1868351.5,1857117.75
392,1759323.625,1895875,1481842.75,1720615.875,1109662.25,1470254.875,1250514.125,1220528.375
393,669618.625,746668.9375,558894.3125,646500.4375,408627.5,543962.125,468763.125,463788.5938
394,504097.125,564289.6875,421449.7813,496354.125,303269.6875,420564.5,361892.0938,346514.1563
395,347721.4688,370978.875,290246.5,335145.875,201802.0469,281585.7188,240607.0156,236267.7344
396,267894.4688,306193.9688,212211,262722.25,140908.25,212621.875,161072.375,168600.6719
397,251873.4375,268314.2188,208632.1875,226939.3281,166828.875,217871.7813,230900.3438,215719.5156
398,188117.4844,197922.6406,145058.5469,177064.7031,94279.125,138344.5938,112325.6328,107214.4063
399,147153.5781,157300.7031,114202.0703,150371.8281,68474.02344,103048.1719,85294.75,80690.83594
400,102903.4922,119610.0859,78690.89844,106093.5313,45152.8125,72376.3125,54293.12109,55472.39063
401,94907.51563,107059.1875,77920.5,92833.11719,43753.37891,80316.57813,58607.30078,54844.58203
402,69137.96094,80411.99219,55559.85547,70567.72656,31130.64063,50445.27734,36914.06641,33598.82422
403,50372.64453,58790.21094,38345.26172,48669.43359,21245.54883,35712.54297,25005.16797,25403.35547
404,24844.08789,33726.49219,24064.80078,31370.82813,22066.75781,31345.97461,22356.00195,26300.35938
405,27366.33594,29089.82227,18614.78711,25295.66211,11325.62891,15655.23828,13432.43945,12693.90625
406,19168.1582,23662.57031,20603.85352,23734.82227,15766.5498,21448.16016,16114.39063,16516.39648
407,16452.0332,16413.59766,10472.57715,15022.64453,6170.723145,10065.00977,7474.736816,6998.418457
408,8864.458984,12621.45898,8643.456055,9714.723633,6477.013184,8876.580078,7352.331543,7532.332031
409,10700.32813,12621.45898,8643.456055,10129.48438,6477.013184,8876.580078,7097.682617,7532.332031
410,12210.36328,12507.58594,10786.97461,11833.78125,7765.803223,10535.94043,8519.597656,7769.137695
411,12416.03027,12507.52148,9857.460938,12009.08984,7115.05127,9760.416992,8283.026367,7789.354492
412,10695.40625,10957.04785,8526.004883,9999.296875,6090.414551,7774.714355,7510.580566,6667.39502
413,9178.442383,8443.008789,7628.015137,9132.553711,5365.908691,7299.385254,5301.683594,5361.682129
414,8632.513672,8643.383789,8099.121582,7574.932617,6946.257324,7631.552246,7466.580078,6374.725586
415,7140.469727,7520.459473,5983.906738,7272.518555,4324.638672,5776.444824,5623.98877,4702.146484
416,6248.080566,6547.890137,5060.699707,5788.441895,3215.649658,5105.175293,4449.439941,3558.17627
417,6294.078613,6120.233887,5763.506348,6127.740234,3801.037842,4349.974121,5170.297852,4128.568848
418,5328.111816,5964.048828,4780.961914,5811.57373,3664.615967,5296.469238,4080.894043,4918.367676
419,5083.532715,5919.968262,3850.418457,5352.674805,3208.060791,4142.868164,3627.976074,3575.384033
420,5083.361328,4806.617676,3999.68457,4514.566895,3260.04126,3730.365967,4056.069092,3043.428467
421,1490299.5,1191408.375,844518.875,1077935.75,1776304.875,2264319.25,1668392.75,2406006.5
422,127710.0703,85806.61719,82479.03906,84360.78906,102892.4609,140449.9375,93054.5625,138994.9219
423,38888.59375,27404.18945,22160.77344,24014.52539,62550.23828,57558.76563,42251.92578,51784.25391
424,20440.79297,17469.96289,12294.46777,20500.49609,26041.09375,29131.13086,21446.75,37334.58984
425,17879.13672,16997.85938,11687.24805,15989.24023,16214.21094,20227.7793,16880.66406,25832.66992
426,2380119.5,2257888.5,2227509,2308542,2179244,2359330.25,2402909,2297817.25
427,87577.01563,89773.6875,85800.72656,92851.11719,94460.44531,84975.14063,81156.9375,86858.28125
428,85541.28125,76991.85938,79782.24219,73225.70313,77956.65625,83101.30469,85309.26563,83535.58594
429,58495.14844,56995.85938,54791.19922,56791.03516,58003.53906,62622.32813,62785.13672,61983.74219
430,55355.71875,56967.69531,56658.28516,52313.33203,51051.66406,54090.71875,53555.49609,54590.34375
431,36910.92188,37178.19141,37737.36328,39196.10938,43501.84766,42981.15625,43232.16797,39911.98047
432,39195.51953,41168.31641,40286.44141,38040.34375,34544.45313,37161.66016,40541.03906,36487.98047
433,36046.59375,36771.97266,39431.17578,33897.60938,32336.36914,37731.17188,38434.97266,34560.30078
434,33930.51953,30177.41406,33582.07422,36842.34766,34658.64453,32653.80469,36299.3125,34020.19531
435,19317.97656,20108.44727,21973.02734,19462.02539,19798.04883,20039.98242,20719.96094,21668.56445
436,18499.77344,16880.13477,17924.08789,20277.57422,17472.5957,16976.87305,20732.96094,19978.92383
437,18484.7168,20611.82617,15486.05469,17734.29102,17804.15039,14806.19531,17282.9043,19137.60547
438,14683.53516,16145.79199,16657.38086,16758.94336,14517.36914,17570.0332,15643.59277,14395.33105
439,13902.9209,13027.67188,11791.02344,13279.06543,11916.50684,12661.50977,13239.29199,11531.81738
440,12438.88184,10186.81836,9208.983398,10076.71387,9603.855469,11446.16699,10125.47852,10913.70215
441,6833.239746,8287.004883,6686.645996,6145.197266,6353.878906,6888.773438,6349.53125,6995.570313
442,2388093.75,1504340.25,964927.8125,1402441.625,1353691.375,1991652.375,1405263.375,1400883.5
443,192198.4844,159315.5781,97302.0625,105173.2578,125323.7422,165388.2344,111300.0391,159400.0469
444,171846.3125,143369.7031,97604.50781,96160.96094,107589.0781,142815.7344,100522.1484,126786.7266
445,97232.21875,59896.27344,32960.03125,35466.02734,57916.91797,77303.60938,64726.42969,81653.53906
446,88595.13281,58857.41016,34383.47656,77453.4375,45476.33984,72369.52344,63521.4375,50283.05078
447,76250,58803.03125,34308.53906,43308.60547,48406.41797,54489.52734,44568.15234,54455.48828
448,62347.24219,47711.48438,27904.625,30937.5332,37900.02344,46083.4375,37999.10547,43259.73828
449,34322.42188,22076.06641,10804.30762,19104.43359,18831.25391,34277.87891,28594.56836,20923.31836
450,15459.71191,14538.52246,7628.820313,12179.64941,9643.458008,15848.93652,10319.10547,10031.5
451,,,,,2370673,1541233.625,970718.875,1013356.938
452,46188.47656,,,,327391.5,197551.2031,132634.8281,128111.2109
453,32779.64453,,14972.53906,,102909.9609,130962.8438,68584.35938,57803.30469
454,6041.102539,,,,65241.11719,71392.97656,59889.79297,45153.13672
455,33602.45313,18045.93945,14188.56934,20201.04883,58539.42969,56722.33594,42159.24219,39204.97266
456,15499.84277,7970.47168,6624.134766,11833.77539,38449.36328,41036.79688,29524.9668,29429.90039
457,2364038.75,1803230.25,1410934.125,1438391.25,1319268.875,1330610.375,1141729.375,1312514.75
458,846903.5625,1394023.875,957536.6875,1795054.75,1048861.5,2259088,1622177.625,2260741.5
459,846903.5625,1394023.875,1022734.188,1795054.75,1084809.75,2259088,1622177.625,2260741.5
460,2196243.75,1863694,1364607.25,1807604.5,1340174.125,1677883.875,1213820.75,1766648.625
461,1951866.875,1546954.625,1239981.625,1469454.25,1522261.625,1848003.5,1410978.625,1546720.25
462,1133499.5,1944850.625,1139955.75,1814155,836012.4375,1630098.625,977299.0625,1315650.375
463,11404.80371,12319.03027,9147.666016,12497.77734,7194.878418,11471.4209,6842.480469,8908.448242
464,782315.6875,892694.8125,921397.1875,1173583.375,1811819.875,1133030.5,1252709.75,1711342.375
465,1771574.5,1627664.625,1639595.375,1656393.75,1659309.5,1735183.5,1608936.875,1682576.25
466,50701.75391,53682.38672,51626.27734,53357.19922,45542.41406,50787.53516,56947.48828,48878.83203
